Date,Campaign,Ad Group,Sector,Country,Impressions,Clicks,Cost,Conversions,Conv. value
2024-01-08,Meta_Search,Competitor,Commercial,USA,45549,5226,669.23,570,79821.19
2024-01-09,Meta_Search,Competitor,Commercial,USA,46900,6628,321.04,1932,345179.2
2024-01-10,Meta_Search,Competitor,Commercial,France,139563,6722,253.9,2607,324075.57
2024-01-11,Meta_Search,Competitor,Commercial,UK,94574,12572,2303.15,4462,461864.01
2024-01-12,Meta_Search,Competitor,Commercial,USA,2699,321,377.65,16,2621.86
2024-01-13,Meta_Search,Competitor,Commercial,Turkey,146287,9744,387.43,1924,157790.06
2024-01-14,Meta_Search,Competitor,Commercial,Turkey,116518,5328,1250.64,1760,345764.85
2024-01-15,Meta_Search,Competitor,Commercial,USA,105693,5425,212.24,1340,140074.96
2024-01-16,Meta_Search,Competitor,Commercial,Turkey,7107,98,2394.64,5,161.41
2024-01-17,Meta_Search,Competitor,Commercial,Turkey,81580,11362,1367.53,2096,387238.5
2024-01-18,Meta_Search,Competitor,Commercial,USA,114531,5746,559.58,195,5439.45
2024-01-19,Meta_Search,Competitor,Commercial,UK,4814,542,379.87,61,5947.73
2024-01-20,Meta_Search,Competitor,Commercial,USA,140660,7646,56.91,779,136850.63
2024-01-21,Meta_Search,Competitor,Commercial,USA,73999,3315,2489.62,677,139832.78
2024-01-22,Meta_Search,Competitor,Commercial,France,32075,3641,1930.42,289,62458.58
2024-01-23,Meta_Search,Competitor,Commercial,France,9899,1321,324.05,425,78467.52
2024-01-24,Meta_Search,Competitor,Commercial,USA,34497,3537,2108.57,873,142079.59
2024-01-25,Meta_Search,Competitor,Commercial,France,125534,10092,72.66,845,184276.6
2024-01-26,Meta_Search,Competitor,Commercial,Germany,99993,4642,2279.21,131,31066.02
2024-01-27,Meta_Search,Competitor,Commercial,UK,28106,3650,1007.86,1188,153809.47
2024-01-28,Meta_Search,Competitor,Commercial,Turkey,145286,9497,760.87,3008,299415.61
2024-01-29,Meta_Search,Competitor,Commercial,Turkey,28175,2776,1835.73,194,26229.83
2024-01-30,Meta_Search,Competitor,Commercial,Germany,39408,4832,2366.16,1700,307686.4
2024-01-01,Meta_Search,Remarketing,Commercial,France,2941,380,367.51,24,1242.68
2024-01-02,Meta_Search,Remarketing,Commercial,Turkey,85322,377,1652.78,104,16997.41
2024-01-03,Meta_Search,Remarketing,Commercial,UK,27877,1678,349.31,166,30606.81
2024-01-04,Meta_Search,Remarketing,Commercial,Germany,43889,5799,649.13,666,36603.89
2024-01-05,Meta_Search,Remarketing,Commercial,France,14581,1408,1282.88,561,38399.87
2024-01-06,Meta_Search,Remarketing,Commercial,UK,118668,10046,625.78,3773,324394.94
2024-01-07,Meta_Search,Remarketing,Commercial,Turkey,82232,8221,2487.89,714,168607.1
2024-01-08,Meta_Search,Remarketing,Commercial,USA,97455,845,1940.39,44,2246.53
2024-01-09,Meta_Search,Remarketing,Commercial,Germany,43722,2739,832.39,891,189636.34
2024-01-10,Meta_Search,Remarketing,Commercial,UK,118738,17719,484.06,330,24662.89
2024-01-11,Meta_Search,Remarketing,Commercial,UK,74446,8788,1489.52,974,28704.96
2024-01-12,Meta_Search,Remarketing,Commercial,Germany,141892,16709,67.13,6219,985257.53
2024-01-13,Meta_Search,Remarketing,Commercial,Turkey,144493,14228,215.15,2535,534970.92
2024-01-14,Meta_Search,Remarketing,Commercial,USA,48685,5070,2479.55,450,48507.59
2024-01-15,Meta_Search,Remarketing,Commercial,Germany,79336,10905,1840.55,1483,52155.63
2024-01-16,Meta_Search,Remarketing,Commercial,Germany,149726,13408,1135.24,3644,497709.22
2024-01-17,Meta_Search,Remarketing,Commercial,France,25137,518,1717.52,201,25340.66
2024-01-18,Meta_Search,Remarketing,Commercial,France,145720,7403,94.89,1251,244800.84
2024-01-19,Meta_Search,Remarketing,Commercial,UK,109918,4759,1133.27,512,50255.95
2024-01-20,Meta_Search,Remarketing,Commercial,Turkey,25006,1673,51.38,583,142982.99
2024-01-21,Meta_Search,Remarketing,Commercial,Germany,141095,18772,1188.65,319,65250.89
2024-01-22,Meta_Search,Remarketing,Commercial,Turkey,93391,10881,2324.5,1375,90537.1
2024-01-23,Meta_Search,Remarketing,Commercial,USA,54800,3184,1787.83,1218,243346.36
2024-01-24,Meta_Search,Remarketing,Commercial,Turkey,4034,280,717.12,55,9799.39
2024-01-25,Meta_Search,Remarketing,Commercial,Turkey,36053,4238,1607.27,1057,165959.68
2024-01-26,Meta_Search,Remarketing,Commercial,USA,3843,431,2471.55,126,11109.64
2024-01-27,Meta_Search,Remarketing,Commercial,Turkey,32626,2098,1839.78,585,94165.72
2024-01-28,Meta_Search,Remarketing,Commercial,UK,35199,3901,307.57,672,122024.87
2024-01-29,Meta_Search,Remarketing,Commercial,Turkey,59757,3541,1326.13,994,192177.84
2024-01-30,Meta_Search,Remarketing,Commercial,France,94475,13657,406.56,2994,569228.51
2024-01-01,PayPal_Search,Brand,Commercial,France,136244,13074,1305.7,859,127022.13
2024-01-02,PayPal_Search,Brand,Commercial,Germany,63565,9507,1195.16,2853,227128.37
2024-01-03,PayPal_Search,Brand,Commercial,France,4242,84,1202.15,31,4872.01
2024-01-04,PayPal_Search,Brand,Commercial,France,79906,4613,815.95,1400,318706.34
2024-01-05,PayPal_Search,Brand,Commercial,Germany,83187,4620,320.28,88,11147.61
2024-01-06,PayPal_Search,Brand,Commercial,France,46657,6173,1093.81,1579,266939.65
2024-01-07,PayPal_Search,Brand,Commercial,Germany,76661,10798,619.04,3702,784185.53
2024-01-08,PayPal_Search,Brand,Commercial,France,30606,3283,125.93,530,43001.16
2024-01-09,PayPal_Search,Brand,Commercial,France,137107,6938,2306.21,2112,209326.04
2024-01-10,PayPal_Search,Brand,Commercial,France,16205,1972,2040.32,720,144816.2
2024-01-11,PayPal_Search,Brand,Commercial,UK,97387,8374,2144.93,1845,256752.43
2024-01-12,PayPal_Search,Brand,Commercial,USA,132253,10889,1070.77,590,64984.81
2024-01-13,PayPal_Search,Brand,Commercial,France,83115,3653,2477.91,1386,46794.44
2024-01-14,PayPal_Search,Brand,Commercial,USA,16886,1893,1647.78,100,20643.33
2024-01-15,PayPal_Search,Brand,Commercial,UK,124078,12791,280.1,1583,152234.2
2024-01-16,PayPal_Search,Brand,Commercial,Turkey,2685,331,1294.26,55,6175.31
2024-01-17,PayPal_Search,Brand,Commercial,USA,40957,1642,533.56,513,49939.54
2024-01-18,PayPal_Search,Brand,Commercial,Turkey,63943,3178,1051.56,1203,193566.7
2024-01-19,PayPal_Search,Brand,Commercial,USA,147313,10992,1721.19,354,66838.82
2024-01-20,PayPal_Search,Brand,Commercial,USA,24806,3213,2499.21,283,66273.43
2024-01-21,PayPal_Search,Brand,Commercial,UK,84591,3284,438.62,487,46533.55
2024-01-22,PayPal_Search,Brand,Commercial,Germany,33163,2412,1576.52,159,13365.28
2024-01-23,PayPal_Search,Brand,Commercial,Turkey,51381,1224,2423.02,125,10657.95
2024-01-24,PayPal_Search,Brand,Commercial,UK,21617,1276,1088.51,313,31046.89
2024-01-25,PayPal_Search,Brand,Commercial,Turkey,65707,5928,819.21,1411,255875.9
2024-01-26,PayPal_Search,Brand,Commercial,Turkey,41006,381,150.34,29,3793.47
2024-01-27,PayPal_Search,Brand,Commercial,Turkey,53003,3505,2437.22,543,128055.15
2024-01-28,PayPal_Search,Brand,Commercial,Germany,149744,9061,2008.34,3273,370229.61
2024-01-29,PayPal_Search,Brand,Commercial,USA,30252,2122,2321.57,611,28093.69
2024-01-30,PayPal_Search,Brand,Commercial,USA,127202,547,2114.71,83,2628.97
2024-01-01,PayPal_Search,Generic,Commercial,UK,29097,1340,463.71,153,35026.16
2024-01-02,PayPal_Search,Generic,Commercial,France,64090,512,943.46,75,6655.41
2024-01-03,PayPal_Search,Generic,Commercial,France,94458,4148,1694.43,525,56946.82
2024-01-04,PayPal_Search,Generic,Commercial,Germany,91157,9593,865.77,516,125461.88
2024-01-05,PayPal_Search,Generic,Commercial,USA,89249,7103,66.21,2041,274800.09
2024-01-06,PayPal_Search,Generic,Commercial,France,83687,3625,618.61,280,37753.99
2024-01-07,PayPal_Search,Generic,Commercial,USA,18178,1156,1712.02,210,6921.03
2024-01-08,PayPal_Search,Generic,Commercial,France,48646,5767,1867.48,1000,115069.16
2024-01-09,PayPal_Search,Generic,Commercial,UK,39255,3554,2229.99,1152,33302.82
2024-01-10,PayPal_Search,Generic,Commercial,USA,41234,588,1432.37,95,22657.69
2024-01-11,PayPal_Search,Generic,Commercial,Turkey,106965,1786,1171.88,620,20679.11
2024-01-12,PayPal_Search,Generic,Commercial,UK,8227,217,2392.66,86,4236.21
2024-01-13,PayPal_Search,Generic,Commercial,Turkey,16632,928,1480.85,106,8680.51
2024-01-14,PayPal_Search,Generic,Commercial,France,10693,1016,1119.24,243,54957.01
2024-01-15,PayPal_Search,Generic,Commercial,Turkey,102241,3067,1833.88,1128,192929.76
2024-01-16,PayPal_Search,Generic,Commercial,USA,62610,1268,1864.55,80,12403.85
2024-01-17,PayPal_Search,Generic,Commercial,UK,40458,1001,55.99,172,12981.62
2024-01-18,PayPal_Search,Generic,Commercial,UK,24292,733,474.67,213,7343.78
2024-01-19,PayPal_Search,Generic,Commercial,Turkey,148597,4206,2216.93,1046,81027.4
2024-01-20,PayPal_Search,Generic,Commercial,UK,118515,9246,495.49,3192,118684.11
2024-01-21,PayPal_Search,Generic,Commercial,Germany,148711,10701,1252.94,3644,738235.56
2024-01-22,PayPal_Search,Generic,Commercial,France,40087,589,1030.56,38,2307.56
2024-01-23,PayPal_Search,Generic,Commercial,France,8761,242,2453.08,21,2516.06
2024-01-24,PayPal_Search,Generic,Commercial,France,147072,1817,2258.77,264,31307.86
2024-01-25,PayPal_Search,Generic,Commercial,UK,97859,8325,1470.0,562,107705.4
2024-01-26,PayPal_Search,Generic,Commercial,Germany,130730,13460,82.2,4651,552609.0
2024-01-27,PayPal_Search,Generic,Commercial,Turkey,113827,8772,1127.9,2845,472884.85
2024-01-28,PayPal_Search,Generic,Commercial,Germany,48369,3043,1179.53,927,137914.67
2024-01-29,PayPal_Search,Generic,Commercial,Germany,125017,16294,1391.26,4393,367676.64
2024-01-30,PayPal_Search,Generic,Commercial,UK,2944,436,1762.73,69,8192.31
2024-01-01,PayPal_Search,Competitor,Commercial,UK,124710,15092,1949.82,433,107666.17
2024-01-02,PayPal_Search,Competitor,Commercial,Turkey,39297,5116,1309.18,1242,157853.31
2024-01-03,PayPal_Search,Competitor,Commercial,USA,145066,10117,429.9,2139,82975.58
2024-01-04,PayPal_Search,Competitor,Commercial,France,37738,4279,2001.79,300,67816.71
2024-01-05,PayPal_Search,Competitor,Commercial,Turkey,101000,4293,342.84,54,1365.91
2024-01-06,PayPal_Search,Competitor,Commercial,USA,131156,2522,1631.41,964,116118.8
2024-01-07,PayPal_Search,Competitor,Commercial,Germany,103500,12017,1807.23,4446,626641.41
2024-01-08,PayPal_Search,Competitor,Commercial,USA,21469,2906,2106.36,822,90460.89
2024-01-09,PayPal_Search,Competitor,Commercial,UK,98385,10499,207.05,3819,596117.23
2024-01-10,PayPal_Search,Competitor,Commercial,USA,34298,1507,1914.38,268,14752.23
2024-01-11,PayPal_Search,Competitor,Commercial,Germany,64448,6192,1697.02,1106,48355.77
2024-01-12,PayPal_Search,Competitor,Commercial,UK,6720,166,1463.16,10,2448.48
2024-01-13,PayPal_Search,Competitor,Commercial,France,70600,9192,98.32,1802,46170.29
2024-01-14,PayPal_Search,Competitor,Commercial,Turkey,125543,118,1745.74,46,8241.35
2024-01-15,PayPal_Search,Competitor,Commercial,UK,28940,3086,467.85,982,127808.61
2024-01-16,PayPal_Search,Competitor,Commercial,Turkey,16369,2010,2076.18,59,5258.13
2024-01-17,PayPal_Search,Competitor,Commercial,USA,113319,12302,1843.42,4891,539692.98
2024-01-18,PayPal_Search,Competitor,Commercial,USA,78984,6834,253.93,219,21613.7
2024-01-19,PayPal_Search,Competitor,Commercial,Turkey,26009,223,2319.61,73,17020.65
2024-01-20,PayPal_Search,Competitor,Commercial,Turkey,124940,1751,2047.34,508,76167.06
2024-01-21,PayPal_Search,Competitor,Commercial,Germany,9360,441,78.96,12,701.21
2024-01-22,PayPal_Search,Competitor,Commercial,Germany,126139,5436,1730.89,940,172254.19
2024-01-23,PayPal_Search,Competitor,Commercial,France,48039,348,250.68,44,7239.03
2024-01-24,PayPal_Search,Competitor,Commercial,UK,97544,10309,1986.86,3877,331606.95
2024-01-25,PayPal_Search,Competitor,Commercial,UK,89493,10565,613.67,3459,336527.84
2024-01-26,PayPal_Search,Competitor,Commercial,UK,83063,4248,2086.97,342,35216.92
2024-01-27,PayPal_Search,Competitor,Commercial,UK,69610,2795,187.58,170,19720.73
2024-01-28,PayPal_Search,Competitor,Commercial,Turkey,93546,12835,1811.06,3611,327290.8
2024-01-29,PayPal_Search,Competitor,Commercial,Germany,26357,3768,2250.27,384,30193.91
2024-01-30,PayPal_Search,Competitor,Commercial,France,62232,7356,1984.07,1619,310606.26
2024-01-01,PayPal_Search,Remarketing,Commercial,France,119254,12509,1357.25,3086,609801.5
2024-01-02,PayPal_Search,Remarketing,Commercial,Turkey,140987,10573,891.59,724,149777.69
2024-01-03,PayPal_Search,Remarketing,Commercial,UK,80952,9889,1660.38,3276,349592.67
2024-01-04,PayPal_Search,Remarketing,Commercial,Germany,104494,8537,1297.39,1126,97281.65
2024-01-05,PayPal_Search,Remarketing,Commercial,France,11138,1135,192.86,419,85608.76
2024-01-06,PayPal_Search,Remarketing,Commercial,France,107058,2880,743.94,92,16248.5
2024-01-07,PayPal_Search,Remarketing,Commercial,UK,68975,4430,860.22,1156,189434.42
2024-01-08,PayPal_Search,Remarketing,Commercial,France,116486,6931,497.51,1531,301747.61
2024-01-09,PayPal_Search,Remarketing,Commercial,Germany,40104,3695,1854.76,223,10450.57
2024-01-10,PayPal_Search,Remarketing,Commercial,Turkey,25731,2912,2408.85,1061,115317.52
2024-01-11,PayPal_Search,Remarketing,Commercial,Turkey,142045,8281,1055.38,1737,394021.47
2024-01-12,PayPal_Search,Remarketing,Commercial,France,147202,21979,2488.89,5267,838518.07
2024-01-13,PayPal_Search,Remarketing,Commercial,USA,22021,1074,924.57,295,34724.81
2024-01-14,PayPal_Search,Remarketing,Commercial,France,56957,937,2055.9,232,43551.72
2024-01-15,PayPal_Search,Remarketing,Commercial,USA,74089,8794,70.37,3110,105658.27
2024-01-16,PayPal_Search,Remarketing,Commercial,USA,40744,5459,2153.14,1084,64871.16
2024-01-17,PayPal_Search,Remarketing,Commercial,France,131850,4479,71.2,1743,173730.93
2024-01-18,PayPal_Search,Remarketing,Commercial,France,44982,4785,1316.75,1811,423098.15
2024-01-19,PayPal_Search,Remarketing,Commercial,France,28732,1234,2422.54,437,85523.8
2024-01-20,PayPal_Search,Remarketing,Commercial,Germany,125333,8448,1541.68,2211,194588.32
2024-01-21,PayPal_Search,Remarketing,Commercial,Germany,103343,160,771.98,31,7299.94
2024-01-22,PayPal_Search,Remarketing,Commercial,Turkey,128295,18025,2301.18,5588,736213.04
2024-01-23,PayPal_Search,Remarketing,Commercial,USA,23129,1154,1102.96,234,15493.45
2024-01-24,PayPal_Search,Remarketing,Commercial,Germany,142334,1633,2031.25,352,72208.29
2024-01-25,PayPal_Search,Remarketing,Commercial,France,49429,3551,1142.73,876,144037.65
2024-01-26,PayPal_Search,Remarketing,Commercial,France,137913,20352,1164.74,8135,1194995.62
2024-01-27,PayPal_Search,Remarketing,Commercial,UK,125374,10914,768.33,2698,378697.31
2024-01-28,PayPal_Search,Remarketing,Commercial,UK,79309,1214,627.22,2,102.0
2024-01-29,PayPal_Search,Remarketing,Commercial,France,37702,4841,2478.26,436,51704.58
2024-01-30,PayPal_Search,Remarketing,Commercial,Turkey,88060,9944,1115.66,2848,361917.14
2024-01-01,Stripe_Search,Brand,Commercial,Turkey,56734,4195,973.35,510,71953.25
2024-01-02,Stripe_Search,Brand,Commercial,Turkey,31066,1334,2108.73,293,59249.24
2024-01-03,Stripe_Search,Brand,Commercial,UK,65544,6992,1810.98,2740,283949.89
2024-01-04,Stripe_Search,Brand,Commercial,Turkey,20325,1555,1053.49,411,22861.14
2024-01-05,Stripe_Search,Brand,Commercial,USA,64912,1097,2416.92,415,53825.56
2024-01-06,Stripe_Search,Brand,Commercial,UK,89893,10128,668.19,123,27052.31
2024-01-07,Stripe_Search,Brand,Commercial,USA,28774,3182,136.05,267,33679.35
2024-01-08,Stripe_Search,Brand,Commercial,Germany,65248,4144,179.5,901,217186.0
2024-01-09,Stripe_Search,Brand,Commercial,USA,130990,2288,1365.39,650,111122.4
2024-01-10,Stripe_Search,Brand,Commercial,Germany,80184,7560,2186.9,1442,171790.08
2024-01-11,Stripe_Search,Brand,Commercial,Turkey,29561,1145,1582.58,107,15762.32
2024-01-12,Stripe_Search,Brand,Commercial,Turkey,130854,17923,2126.22,4567,1043183.83
2024-01-13,Stripe_Search,Brand,Commercial,France,14448,1698,1069.68,326,59271.61
2024-01-14,Stripe_Search,Brand,Commercial,Germany,92889,10280,2161.33,2714,381479.5
2024-01-15,Stripe_Search,Brand,Commercial,UK,62724,5874,1110.87,1214,52176.02
2024-01-16,Stripe_Search,Brand,Commercial,Turkey,45318,5228,2143.56,720,72851.34
2024-01-17,Stripe_Search,Brand,Commercial,Turkey,46919,5509,1332.11,1561,191032.12
2024-01-18,Stripe_Search,Brand,Commercial,Turkey,84863,10130,717.65,2413,561087.79
2024-01-19,Stripe_Search,Brand,Commercial,France,139880,10243,480.23,1280,318138.27
2024-01-20,Stripe_Search,Brand,Commercial,France,77119,7436,2214.4,1344,80204.5
2024-01-21,Stripe_Search,Brand,Commercial,USA,22772,2823,589.54,343,71433.37
2024-01-22,Stripe_Search,Brand,Commercial,France,147617,15162,273.37,6009,1170511.23
2024-01-23,Stripe_Search,Brand,Commercial,USA,56947,2690,2299.01,425,93575.93
2024-01-24,Stripe_Search,Brand,Commercial,UK,139089,14382,2451.4,1038,209905.2
2024-01-25,Stripe_Search,Brand,Commercial,UK,144905,12833,383.65,4436,811988.83
2024-01-26,Stripe_Search,Brand,Commercial,Germany,50798,3940,402.86,947,181090.76
2024-01-27,Stripe_Search,Brand,Commercial,Turkey,65753,2530,65.42,934,124877.06
2024-01-28,Stripe_Search,Brand,Commercial,France,61374,4481,1122.2,163,39157.86
2024-01-29,Stripe_Search,Brand,Commercial,Turkey,108613,3061,1681.3,466,98033.72
2024-01-30,Stripe_Search,Brand,Commercial,Germany,92953,13404,2181.71,5215,956704.26
2024-01-01,Stripe_Search,Generic,Commercial,UK,65627,5685,2232.23,710,48562.23
2024-01-02,Stripe_Search,Generic,Commercial,USA,120729,16454,1628.58,6284,208778.99
2024-01-03,Stripe_Search,Generic,Commercial,Germany,88662,3569,882.16,730,134164.33
2024-01-04,Stripe_Search,Generic,Commercial,UK,59232,1077,2356.72,397,51218.36
2024-01-05,Stripe_Search,Generic,Commercial,USA,46620,4591,893.76,1659,208762.75
2024-01-06,Stripe_Search,Generic,Commercial,Turkey,83834,11699,449.88,2085,71715.11
2024-01-07,Stripe_Search,Generic,Commercial,USA,88787,5686,877.49,1681,239158.73
2024-01-08,Stripe_Search,Generic,Commercial,USA,119930,15092,1640.64,2401,116349.49
2024-01-09,Stripe_Search,Generic,Commercial,UK,126957,18361,1366.72,566,59955.9
2024-01-10,Stripe_Search,Generic,Commercial,France,112448,9434,1029.34,2641,339507.98
2024-01-11,Stripe_Search,Generic,Commercial,France,104491,13865,1977.59,2812,310797.9
2024-01-12,Stripe_Search,Generic,Commercial,Turkey,79862,4643,1311.5,1838,155357.42
2024-01-13,Stripe_Search,Generic,Commercial,UK,132930,7559,557.71,2915,189827.88
2024-01-14,Stripe_Search,Generic,Commercial,Turkey,44738,2401,1383.69,338,35238.56
2024-01-15,Stripe_Search,Generic,Commercial,UK,116741,1030,75.89,216,48710.75
2024-01-16,Stripe_Search,Generic,Commercial,USA,70621,5204,1477.58,1142,274936.02
2024-01-17,Stripe_Search,Generic,Commercial,UK,73981,600,1246.06,6,1008.84
2024-01-18,Stripe_Search,Generic,Commercial,France,86680,3460,194.93,263,62439.44
2024-01-19,Stripe_Search,Generic,Commercial,Turkey,61084,4093,1461.01,59,10685.32
2024-01-20,Stripe_Search,Generic,Commercial,USA,134265,16424,273.24,6219,681492.15
2024-01-21,Stripe_Search,Generic,Commercial,France,60679,4139,921.84,1125,186215.31
2024-01-22,Stripe_Search,Generic,Commercial,Germany,145684,2560,143.57,34,8091.84
2024-01-23,Stripe_Search,Generic,Commercial,Germany,59267,3466,1169.73,404,39740.43
2024-01-24,Stripe_Search,Generic,Commercial,UK,7551,344,1607.93,115,15579.68
2024-01-25,Stripe_Search,Generic,Commercial,France,122797,2402,2495.06,948,104961.24
2024-01-26,Stripe_Search,Generic,Commercial,France,115113,12141,1183.57,4762,834549.18
2024-01-27,Stripe_Search,Generic,Commercial,Germany,94655,8184,884.54,1405,228468.76
2024-01-28,Stripe_Search,Generic,Commercial,Germany,98428,496,2233.03,82,18591.36
2024-01-29,Stripe_Search,Generic,Commercial,USA,103377,2275,1429.71,646,28210.98
2024-01-30,Stripe_Search,Generic,Commercial,Turkey,80738,8500,943.15,1172,265989.37
2024-01-01,Stripe_Search,Competitor,Commercial,France,60787,5732,2358.05,1281,69777.13
2024-01-02,Stripe_Search,Competitor,Commercial,Germany,39594,585,2358.89,228,40006.11
2024-01-03,Stripe_Search,Competitor,Commercial,France,133235,5454,1948.36,304,34574.06
2024-01-04,Stripe_Search,Competitor,Commercial,Germany,27239,3658,214.4,1288,237890.11
2024-01-05,Stripe_Search,Competitor,Commercial,Turkey,80477,6211,1253.99,1211,117376.93
2024-01-06,Stripe_Search,Competitor,Commercial,Turkey,55610,741,1984.26,69,9077.4
2024-01-07,Stripe_Search,Competitor,Commercial,UK,70701,7669,546.08,2100,397732.65
2024-01-08,Stripe_Search,Competitor,Commercial,France,39092,2539,2380.12,193,40543.55
2024-01-09,Stripe_Search,Competitor,Commercial,Germany,65431,2903,1822.56,187,37736.44
2024-01-10,Stripe_Search,Competitor,Commercial,Germany,76902,237,1855.12,22,3434.61
2024-01-11,Stripe_Search,Competitor,Commercial,UK,63224,4824,1627.77,1626,328203.32
2024-01-12,Stripe_Search,Competitor,Commercial,France,67670,1558,481.27,90,18910.5
2024-01-13,Stripe_Search,Competitor,Commercial,Turkey,96816,11850,2084.61,1349,141045.95
2024-01-14,Stripe_Search,Competitor,Commercial,France,85095,9631,1442.05,2897,89965.39
2024-01-15,Stripe_Search,Competitor,Commercial,UK,68291,1530,383.92,242,55285.74
2024-01-16,Stripe_Search,Competitor,Commercial,Germany,81295,6742,69.99,2267,515765.14
2024-01-17,Stripe_Search,Competitor,Commercial,Turkey,31845,1750,2009.79,238,19979.36
2024-01-18,Stripe_Search,Competitor,Commercial,France,98177,7829,218.21,877,140483.11
2024-01-19,Stripe_Search,Competitor,Commercial,France,115352,5843,2236.61,1751,259226.03
2024-01-20,Stripe_Search,Competitor,Commercial,Turkey,50664,4123,636.08,263,13437.79
2024-01-21,Stripe_Search,Competitor,Commercial,Turkey,41514,292,1944.52,79,3509.2
2024-01-22,Stripe_Search,Competitor,Commercial,USA,133727,2818,2485.13,80,3660.8
2024-01-23,Stripe_Search,Competitor,Commercial,France,82036,9262,134.21,2531,362615.27
2024-01-24,Stripe_Search,Competitor,Commercial,France,15301,2243,1792.94,592,65395.51
2024-01-25,Stripe_Search,Competitor,Commercial,UK,81172,5985,436.57,479,100835.66
2024-01-26,Stripe_Search,Competitor,Commercial,Turkey,11463,1130,427.5,343,25318.75
2024-01-27,Stripe_Search,Competitor,Commercial,Germany,104905,9281,1831.3,2851,203994.34
2024-01-28,Stripe_Search,Competitor,Commercial,UK,41742,1992,1912.92,641,73526.41
2024-01-29,Stripe_Search,Competitor,Commercial,Turkey,80746,11737,2205.99,566,130201.97
2024-01-30,Stripe_Search,Competitor,Commercial,Turkey,4974,302,1742.42,115,17447.41
2024-01-01,Stripe_Search,Remarketing,Commercial,France,32186,4226,1993.3,981,88659.34
2024-01-02,Stripe_Search,Remarketing,Commercial,Germany,9909,309,635.99,26,5223.07
2024-01-03,Stripe_Search,Remarketing,Commercial,Turkey,67277,4543,2384.08,539,85322.4
2024-01-04,Stripe_Search,Remarketing,Commercial,UK,9291,1089,237.7,265,34931.92
2024-01-05,Stripe_Search,Remarketing,Commercial,UK,92424,1030,2074.62,253,32156.54
2024-01-06,Stripe_Search,Remarketing,Commercial,USA,95875,11671,2156.18,3762,222730.57
2024-01-07,Stripe_Search,Remarketing,Commercial,Turkey,100913,12464,1878.65,963,109525.97
2024-01-08,Stripe_Search,Remarketing,Commercial,USA,132406,16589,1833.82,760,130547.24
2024-01-09,Stripe_Search,Remarketing,Commercial,Turkey,84695,12704,2227.59,3600,881008.53
2024-01-10,Stripe_Search,Remarketing,Commercial,Turkey,51273,6303,2149.4,2506,276414.39
2024-01-11,Stripe_Search,Remarketing,Commercial,USA,17840,1818,1027.4,472,14211.79
2024-01-12,Stripe_Search,Remarketing,Commercial,Germany,75645,6676,2289.29,1625,185856.04
2024-01-13,Stripe_Search,Remarketing,Commercial,France,66373,2323,2467.7,253,18746.04
2024-01-14,Stripe_Search,Remarketing,Commercial,UK,17536,199,1258.22,40,5706.23
2024-01-15,Stripe_Search,Remarketing,Commercial,Turkey,8927,1267,1263.92,467,18578.57
2024-01-16,Stripe_Search,Remarketing,Commercial,Turkey,148652,13870,534.86,1495,110100.16
2024-01-17,Stripe_Search,Remarketing,Commercial,USA,10027,911,877.23,273,54633.07
2024-01-18,Stripe_Search,Remarketing,Commercial,Germany,76793,11480,1377.19,4310,643109.62
2024-01-19,Stripe_Search,Remarketing,Commercial,France,46852,2073,1196.89,614,116504.59
2024-01-20,Stripe_Search,Remarketing,Commercial,France,131207,6191,398.24,1331,306795.76
2024-01-21,Stripe_Search,Remarketing,Commercial,USA,99998,9097,2366.6,3042,263827.26
2024-01-22,Stripe_Search,Remarketing,Commercial,Germany,31509,1813,1569.51,117,26463.9
2024-01-23,Stripe_Search,Remarketing,Commercial,UK,8272,519,2302.38,132,28899.36
2024-01-24,Stripe_Search,Remarketing,Commercial,USA,114293,16320,1379.52,1689,250404.26
2024-01-25,Stripe_Search,Remarketing,Commercial,UK,53236,3327,2201.18,1300,88808.74
2024-01-26,Stripe_Search,Remarketing,Commercial,USA,141431,636,129.73,177,13799.23
2024-01-27,Stripe_Search,Remarketing,Commercial,Germany,117074,12010,1321.26,3385,405338.91
2024-01-28,Stripe_Search,Remarketing,Commercial,Germany,137596,14194,1858.23,2177,102557.61
2024-01-29,Stripe_Search,Remarketing,Commercial,USA,130737,2974,369.16,819,62486.93
2024-01-30,Stripe_Search,Remarketing,Commercial,UK,89272,5735,2231.14,1811,241183.23
2024-01-01,HSBC_Search,Brand,Commercial,Turkey,33936,2211,927.96,309,8063.65
2024-01-02,HSBC_Search,Brand,Commercial,Turkey,31073,2286,670.0,81,8765.91
2024-01-03,HSBC_Search,Brand,Commercial,USA,144619,3774,1781.5,1456,106564.02
2024-01-04,HSBC_Search,Brand,Commercial,UK,19941,377,1064.47,97,5006.08
2024-01-05,HSBC_Search,Brand,Commercial,Germany,103373,15111,126.07,1624,361220.46
2024-01-06,HSBC_Search,Brand,Commercial,Turkey,25416,2195,1538.55,409,79107.16
2024-01-07,HSBC_Search,Brand,Commercial,Turkey,89253,5678,882.47,1104,121764.43
2024-01-08,HSBC_Search,Brand,Commercial,Germany,69686,2954,1866.72,1025,249279.74
2024-01-09,HSBC_Search,Brand,Commercial,UK,134790,8451,2316.0,3190,776654.25
2024-01-10,HSBC_Search,Brand,Commercial,USA,133027,14893,269.29,2186,451550.71
